comment,label
असे त्यातून सांगण्यात आले आहे.,0
याचा निषेध करण्यात आला.,0
याप्रसंगी आमदार अमर राजूरकर व आमदार मोहन हंबर्डे उपस्थित होते.,0
"मित्र राष्ट्रांमध्ये रुस, फ्रान्स, ब्रिटेन, अमेरिका या प्रमुख देशांचा समावेश होता.",0
लोकसभा निवडणुकीसाठी भाजपविरोधात स्थापन करण्यात येणार्‍या महाआघाडीत राज ठाकरे यांच्या महाराष्ट्र नवनिर्माण सेनेला सहभागी करून घेण्याचा प्रस्ताव राष्ट्रवादी काँग्रेसने काँग्रेसपुढे ठेवला आहे.,0
दरम्यान या रस्त्यावरील वाहतुक पूर्ण बंद झाली होती.,-1
स्त्री हि सगळ्याच बाजूंनी पुरुषापेक्षा श्रेष्ठ आहे.,1
याची माहिती कंपनीने अधिकृत ट्विटर अकाउंटवरून दिली आहे.,0
मुंबई : महात्मा गांधीजींच्या जयंतीचे औचित्य साधत मनसे अध्यक्ष राज ठाकरे यांनी पुन्हा एकदा पंतप्रधान नरेंद्र मोदी यांच्यावर निशाणा साधला आहे.,0
तर दुसऱ्या सामन्यात तो नाबाद राहिला.,0
सगळीकडे दिवाळी साजरी होत असतानाच मला छत्तीसगडला यायची संधी मिळाली.,1
गावातल्या माणसांनी बाहेर जायचे नाही आणि बाहेरच्यांनी गावात यायचे नाही.,0
१ जूनला मी लग्न केलं.,0
वयाच्या लहापणापासूनच त्यांना नृत्याची आवड होती.,1
पण ते इतके सोपे नाही.,-1
सर्वात महत्वाचे म्हणचे आपल्या बँक खात्यासंदर्भातील कोणतीही माहिती मोबाईल डिव्हाइसमध्ये स्टोअर करू नका.,0
त्याचा अर्थ पुढील प्रमाणे लावला जात आहे.,0
तिला तातडीने खाली उतरवून जिल्हा रूग्णालयात नेले.,0
पहिला उपान्त्य सामना भारत आणि न्यूझीलंड दरम्यान होणार आहे तर दुसरा सामना ऑस्ट्रेलिया आणि इंग्लंड यांच्यादरम्यान होईल.,0
राष्ट्रपती रामनाथ कोविंद यांनी बिहारमधल्या राजगीर येथे विश्वशांती स्तुपच्या सुवर्ण महोत्सवी समारंभाला संबोधित केले,0
नवरात्र हा सुफलनाचा उत्सव आहे.,1
हे येडियुरप्पा यांचेच कर्तृत्व होते.,0
यावेळी आयोजित पत्रकार परिषदेत बोलत होते.,0
"आज जरी ते या जगात नसले तरी मला आठवतं, की जेव्हा आम्ही एकमेकांकडे पाहायचो तेव्हा मला अगदी शांत आणि सुरक्षित वाटायचं. ”",1
त्यांच्याविरोधात कुठलाही ठोस पुरावा नसल्याचे निरीक्षण न्यायालयाने नोंदविले आहे.,0
संबंधितांची चौकशी करून पोलीस कारवाई कऱण्यात येईल असं पोलिसांनी स्पष्ट केलंय.,0
त्या ठीकाणी येऊन पोहोचले.,0
गेल्या आठवड्यात आमच्याकडे नेहमी येणारी मांजरी बाळंतीण झाली.,0
"नागरिकत्व सुधारणा कायदा लागू करण्यासाठी कोणतंही राज्य नकार देऊ शकत नाही, असं विधान काँग्रेसचे नेते आणि ज्येष्ठ वकील कपिल सिब्बल यांनी केले होते.",0
उत्तर ध्रुवावर पेंग्विन नाहीत.,0
केंद्रीय मंत्री नितीन गडकरी यांच्या पत्नी कांचन गडकरी यांच्या हस्ते आणि आ.,0
नेपाळच्या तरुणीवर राजधानी दिल्लीत सामूहिक अत्याचार,-1
विद्यार्थ्याचा शैक्षणिक विकास साधण्याची संपूर्ण जबाबदारी शिक्षकांची असते.,0
"अॅरॉन फिंच (कर्णधार), डार्सी शार्ट, शॉन मार्श, मार्कस स्टॉईनिस, उस्मान ख्वाजा, अॅलेक्स केरी, पीटर हँड्सकोंब, अॅश्टन टर्नर, अॅडम झम्पा, जेसन बेहरेनडोर्फ, झाय रिचर्डसन, पॅट कमिन्स, एंड्रयू टाय, नाथन कोल्टर नाईल आणि नाथन लायन",0
तडीपारीच्या आदेशाचा भंग करणाऱ्या अशा गुन्हेगारांवर कडक कारवाई केली जाते.,0
सर्वात कमी बिंदू म्हणजे पोटमॅक नदीवरील समुद्र पातळी.,0
इथेच माझ्या संघर्षाला सुरुवात झाली,0
नुसते पाप म्हणलेलं नाही.,0
तापसी लवकरचा सांड की आँख या चित्रपटातून चाहत्यांच्या भेटीला येणार आहे तिच्यासह भूमी पेंडणेकर प्रमुख भूमिकेत दिसणार आहे.,0
निरोगी राहण्यासाठी योग्य आहार महत्त्वाचा ठरतो.,1
"म्हणजे , असं सांगतात.",0
"यामुळे देशातील दारिद्रय रेषेखालील बायकांना स्वच्छता, स्वास्थ्य आणि सुविधा मिळेल",1
बायबलच्या मूळ विषयाशी याचा कसा संबंध आहे?,0
गर्भधारणा आणि स्तनपान करवण्याच्या.,0
ती म्हणजे आपण प्रचार करत राहणं हे खूप महत्त्वाचं आहे.,0
त्यांना तातडीने जहॉंगीर रुग्णालयात दाखल केले.,0
परवानगी न घेता .,0
डॉक्टरांचा सल्ला घ्या मुले कर्करोग चिन्हे सूचीबद्ध आहेत तर लगेच आवश्यक:,0
"पण, तिकडे लक्ष कोणाचे आहे?",0
"बंधू भगिनींनो, भारतीय अन्नप्रक्रिया क्षेत्राच्या विकासाच्या या रोमांचक प्रवासात तुमच्यापैकी प्रत्येकाने सहभागी व्हावे असे आमंत्रण मी यावेळी तुम्हाला देतो.",0
पण भारतरत्न देण्याचा निर्णय गृह मंत्रालय आणि केंद्र सरकारकडून घेण्यात येतो.,0
अर्थव्यवस्थेला गती मिळाल्यानंतर कर्जाची मागणी वाढेल.,0
यापैकी एकाची प्रकृती अत्यवस्थ आहे.,-1
शेतकर्‍यांनी पैसा आणायचा कोठून?,0
तर संपूर्ण देशाचे लक्ष लागून राहिलेल्या लोकसभा निवडणुका येत्या एप्रिल-मेमध्ये पार पडण्याची शक्यता आहे.,0
ते भाजपच्या चिन्हावर निवडणूक लढवत आहेत.,0
"""ही बया कुठच्या कुठे पोहोचली.",0
या दोन्ही चाचण्यांचे अहवाल आज येणार आहेत.,0
व्हेरिवॅक्स लस गरोदर स्त्रियाना देता येत नाही.,0
या अपघातात एकाचा मृत्यू झाला असून तीन प्रवासी जखमी झाले आहेत.,-1
तिसरी कारवाई याच परिसरात करण्यात आली.,0
त्याने या भाषणाला कशाप्रकारे सुरवात केली याकडे लक्ष द्या.,0
शिस्त लोकांनी पाळायला हवी.,0
वैद्यकीय तपासणी अहवाल उपलब्ध झाल्यानंतर या प्रकरणाच्या तपासाला गती मिळणार आहे.,0
दहीच्या क्यूबच्या चौकोनी तुकड्यांमध्ये फ्री मटार द्रुतगतीने दिसतो आणि दही हळूहळू बुडतो.,0
भाविकांना प्रसादाचे वाटप करण्यात आले.,0
काय घडलं न्यायालयात?,0
’ असे लेखक म्हणतात.,0
कॉमेडीस्टार कपिल शर्माने 100 प्रसिद्ध सेलिब्रिटींच्या यादीत सातवं स्थान मिळवलं आहे.,0
"मात्र, याकडे दुर्लक्ष केल्याचे दिसत आहे.",-1
जयपूर हे एरवी गुलाबी शहर म्हणून ओळखले जाते.,0
त्याची पोलिसांकडून चौकशी सुरु आहे.,0
ती तिथे एक क्षण राहिली.,0
पंतप्रधान मोदी यांनी यावेळी लाभार्थ्यांशी व्हीडिओ कॉन्फरन्सिंगच्या माध्यमातून थेट संवाद साधला.,0
गृहराज्यमंत्री ना.,0
हिंदू धर्मात अक्षय तृतीयेचा मुहूर्त खूप महत्वाचा मानला जातो.,1
नवी दिल्ली अलाहाबाद उच्च न्यायालयाचे न्यायधीश एस. एन. शुक्ला यांच्या अडचणीत वाढ झाली आहे.,-1
दरम्यान यासंदर्भातील माहिती प्रवाशांना देण्यात आली होती.,0
त्याच्यात मी पण दिसत नाही.,0
या हल्ल्यात अन्य सात जण जखमी झाले.,-1
त्यानंतर दिवसअखेरीर्पयत खेळ होऊ शकला नाही.,0
"प्रश्‍न असा की, हा गदारोळ का होतो?",0
ज्येष्ठ काँग्रेस नेते व माजी केंद्रीय मंत्री आनंद शर्मा यांनी पंतप्रधान नरेंद्र मोदी आणि भाजपावर टीका केली.,0
गॅस पायाभूत सुविधांसाठी ज्या योजना देशात सध्या सुरू आहेत त्यातून लाखो लोकांना रोजगार मिळेल,1
चंदिगड – पंजाबचे मुख्यमंत्री आणि काँग्रेसचे प्रभारी यांच्यावर काँग्रेसचे नेते नवज्योत सिंह सिद्धू यांच्या पत्नीने केलेल्या आरोपाच्या समर्थनार्थ पती नवज्योत सिंह सिद्धूही सरसावले आहेत.,0
मात्र सुमारे शंभर वर्षापेक्षा जास्त काळानंतर पहिल्यांदा 119 खेळाडूंचे मोठे पथक रिओमध्ये पोहोचवण्यात आपण यशस्वी ठरलो आहोत.,1
"भारतानेयापुर्वीचजलसंपदाव्यवस्थापनआणिविकाससहकार्याच्याक्षेत्रातऑस्ट्रेलिया, रवांडा, कंबोडिया, इराण, इराक, फिजी, चीनआणिबहरीनयांच्यासोबतकरारकेलाआहे.",0
याचा पोलीस तपास करतायत.,0
नोहाने कदाचित यहोवाबद्दल त्याच्या नातेवाइकांकडून ऐकलं असावं.,0
हावडा मुंबई मेल ही भारतीय रेल्वेची नागपूर मार्गे मुंबई ते कोलकाता दरम्यान धावणारी जलद रेल्वेगाडी आहे.,0
त्यामुळे या प्रकारांना आळा बसणे गरजेचे आहे.,0
कोणीही पुढे .,0
अनेक महिने या नावाचा वादंग सुरू होता.,0
यामुळे अनेक घरातील वीज उपकरणे नादुरुस्त बनली.,-1
"मी सुध्दा तुम्हा सगळ्यांसारखाच सर्वसामान्य माणूस आहे, माझ्यातही सामान्य माणसासारख्या अनेक कमतरता आहेत",0
देवाबरोबर समेट करण्याचे हे आमंत्रण आणखी एका गोष्टीमुळे अधिकच उल्लेखनीय ठरते.,1
युरोपमधील स्थलांतरितांचे संकट,-1
रस्ते आणि रेल्वे वाहतूक कोलमडते.,-1
50 जागा बनवली आहे.,0
"परंतु ती व्यक्ती कोण, याबाबत कुणालाच काही कल्पना नव्हती.",0
इरफान खानच्या या सिनेमात पाकिस्तानी अभिनेता सबा कमरसोबत दिसणार आहे.,0
झालो आपण वृद्धवयेसी ।,0
"शेवटी, किंमत.",0
त्यानंतर जे काही झाले त्याबद्दल तुम्हाला माहितीच आहे.,0
लवकरच निविदा प्रसिद्ध करण्यात येणार आहे.,0
"हे चुकीचे आहे,”",-1
कोणासही आता क्षणाचीही उसंत नाही.,0
तिन्ही ठिकाणींच्या सुनावण्या रद्द झाल्या आहेत.,0
यमुनाबाई बापूंच्या मृत्यूनंतर सातार्‍यास जाऊन राहिली.,0
हे काम लगेच होणार नाही.,-1
मुलचेरा जि. गडचिरोली येथे घडली.,0
पवित्र आत्मा मिळाल्यानंतर सर्व प्रेषितांनी धडाडीने साक्ष देण्यास सुरुवात केली.,0
मिरवणूकीतून पोलिसांवर झालेल्या दगडफेकीत सहा पोलिस जखमी झाले.,-1
ऎकमेकांचे विचार शेअर करतात.,1
माझ्या मनात सारखे नकारात्मक विचार येत राहतात.,-1
"""नातेवाईकांचा आणि ह्याचा काय संबंध?",0
ती अद्याप कमी झालेली नाहीत.,-1
पुढील लेख या प्रश्‍नांची उत्तरे देतील. (g०३ १२ / २२),0
मुख्यमंत्री अशोक गेहलोत यांचे सरकार पाडण्यासाठी भाजप प्रयत्नशील असल्याचा आरोप त्या राज्यात सत्तेवर असणाऱ्या कॉंग्रेसकडून केला जात आहे.,0
शैलश सिंह यांच्या पश्चात त्यांची पत्नी दोन मुलं आणि दोन मुली असा परिवार आहे.,0
यावरून भारताची ताकद लक्षात येते.,1
चीनच्या किझेन लियूला रौप्य पदक तर पाकिस्तानच्या अर्शद नदीम याला कांस्य पदक मिळालं होतं.,1
Empirical पासून Empiricism हा शब्द बनतो.,0
दिल्ली रात्री उशिरापर्यंत जागी असते.,0
पण अखेरच्या सेटमध्ये त्या मागे पडल्या.,0
पण सरकारला या कामात अपयश आले आहे.,-1
पाहूया यातील काही उपयुक्त अॅप्स .,0
"कोणाच्याही धार्मिक भावना दुखावण्याचा हेतू नव्हता, असे त्यांनी म्हटले आहे.",0
विद्यापीठेतून अंशांकित झाल्यानंतर त्याने दोन वर्षांसाठी इंग्रजी शिकवली.,0
तो माजी विश्व नंबर 1 मधील ट्रॅप शूटर आहे.,1
दोघांच्याही तक्रारी साकोली पोलिसांत नोंदविण्यात आल्या आहेत.,0
"दरम्यान, आलिया आणि रणबीर ही जोडी ‘ब्रह्मास्त्र’ या आगामी चित्रपटामध्ये एकत्र दिसणार आहे.",0
त्यांनी हा व्यापार थांबवावा.,0
पंतप्रधान नरेंद्र मोदी यांनी पुन्हा सत्तेवर आल्यानंतर पहिल्या संसद अधिवेशनातच काश्‍मीरला स्वतंत्र दर्जा देणारे घटनेचे कलम 370 व 35 ए रद्द केले आणि देशाला अखंडित करण्याचे महान काम केले.,0
इलेक्ट्रॉनिक प्रोग्राम मार्गदर्शक,0
( ब) पहिल्या शतकातील यहुदी इतरांना शिक्षण देण्यात का अपयशी ठरले?,0
"आसाम वगळता देशात अन्यत्र राष्ट्रीय नागरिक रजिस्टर (एनआरसी) लागू करण्याची आवश्यकता नाही असे सांगत बिहारमध्ये एनआरसी लागू करणार नाही, असे स्पष्ट मत बिहारचे मुख्यमंत्री नितीश कुमार यांनी याआधीच व्यक्त केले होते.",0
वर्दीत नसलेल्या पोलिसांनी त्यांचे पैसे हिसकावले.,0
त्यानंतर दोघांमध्ये शारिरीक संबंध झाले.,0
पोलिसांना माहिती मिळाल्यानंतर त्यांनी ही कारवाई केली.,0
यहोवाने दिलेल्या या आज्ञेनंतर युद्धात स्वेच्छेने सहभागी होण्यासाठी इस्राएलमधील सर्व लोकांना आर्जव करण्यात आला.,0
संरक्षण संशोधन आणि विकास संस्था म्हणजेच डीआरडीओने (DRDO) हे क्षेपणास्त्र विकसीत केले आहे.,1
सॉफ्टवेअर सोअर्समध्ये संकुले समाविष्टीत आहे ज्यांस संगणकावर प्रतिष्ठापीत करणे शक्य आहे.,1
"परंतु, सुरवातीला त्यांचा समावेश झाला नाही.",0
पंतप्रधान नरेंद्र मोदी आपल्या कर्नाटक दौऱ्याच्या पहिल्या टप्प्यात आज मंगळुरु येथे पोहोचले.,0
तर १.५ कोटी वर्षिक उत्पन्न असलेल्या लहान व्यवसायिकांना या पेंशनचा लाभ घेता येईल.,1
तर दोघांचा उपचारादरम्यान मृत्यू झाला आहे.,-1
स्वत: साठी आपण प्राधान्य देत असलेल्या व्यायाम प्रकार निवडा.,0
"त्यांनी स्वच्छ भारत, गरीब कुटुंबांना एलपीजी सिलिंडर्सचा पुरवठा, सीएनजी नेटवर्कचा विकास यासारख्या कार्यक्रमांचा उल्लेख केला.ज्या त जगणे सुलभ बनवण्यावर आणि गरीब आणि मध्यमवर्गीयांचे जीवनमान सुधारण्यावर भर देण्यात आला आहे.",1
माहेरी जाऊ नि दिल्याने दोन चिमुकल्यांसह महिलेची विहिरीत उडी मारुन आत्महत्या,-1
बाहेरच्या जगाशी संपर्कच संपतो.,0
"आयएलओ इंडियाचे संचालक डागमार वाल्टर यांनी जागतिक बाल मजुरी समस्येबाबत आपला दृष्टीकोन सांगितला. ते म्हणाले की, आज हा कार्यक्रम आभासी पार पडत असल्याने तथाकथित ‘सामान्य’ ची नव्याने व्याख्या केली जात आहे.",0
"SBI ने तब्बल 76 हजार 600 कोटींचं कर्ज टाकलं बुडित खात्यात, 220 जण दिवाळखोरीत",0
केंद्रीय गृह मंत्रालयाने याबाबत आदेश जारी केला आहे. या काळात एखाद्या अनिवासी भारतीय कार्डधारक परदेशी नागरिकाला भारतात अपरिहार्य कारणासाठी भारतात येणे आवश्यक असेल तर त्या व्यक्तीने जवळच्या भारतीय दूतावासाशी संपर्क साधावा.,0
"""या मडमा कोण बरं?",0
आता पंतप्रधान मोदी केदरानाथ जवळील एका गुहेमध्ये ध्यानाला बसले आहेत.,0
सर्व उपनिषदांत ह्याला पहिले स्थान दिले जाते.,0
अद्याप या घटनेची अधिकृत तक्रार दाखल करण्यात आलेली नाहीये'.,0
फक्त त्यांच्यापुरतीच नाहीत.,0
सूफी संगीत क्षेत्रातल्या वडाली ब्रदर्स या जोडीतील प्यारेलाल वडाली यांचं निधन,-1
त्यांनी तिला मेयर म्हणून निवडलं.,0
हे काम हायब्रीड अॅन्युइटी मोडवर राष्ट्रीय महामार्ग विकास प्रकल्पाच्या अंतर्गत (एनएचडीपी) टप्पा ५ अंतर्गत केले जाईल.,0
मुंबई: अभिनेता दबंग खान सलमान सध्या आपल्या आगामी 'किक' या चित्रपटाला घेवून खूप चर्चेत आहे.,0
आम्ही देखील या बद्दल बोलणे आवश्यक आहे.,0
गुप्तशब्द विना दाखलन कार्यान्वीत करा (L),0
दिल्लीच्या राजसत्तेवर स्वतःचा असा धाक निर्माण केला.,0
"“ लोक स्वसंतोषाने पुढे आले, म्हणून परमेश्‍वराचा धन्यवाद करा. ” — शास्ते ५: २.",0
"राजकीय वैमनस्यातून हा खून झाला असावा, असा पोलिसांचा कयास आहे.",0
अभ्यास सुरू झाला परंतु ही स्त्री केव्हाही चर्चेसाठी बसली नाही.,0
"नवे वर्ष सर्वांच्या जीवनात शांतता, आनंद आणि भरभराट आणणारे ठरो.",1
त्याला भारताने केलेला विरोध रास्त आहे.,-1
"सूरतमधील डायमंड बुश कार्यालयाच्या बाहेर मजुरांनी आंदोलन केले, तसेच दगडफेकही केली.",-1
यावेळी दोन्ही विभागाचे पदाधिकारी आणि कार्यकर्ते उपस्थित होते.,0
सर्वत्र महिला असुरक्षित आहेत.,-1
तो एक नशीबवान खेळाडू आहे.,1
घरात राहा आणि सुरक्षित राहा !,0
खर्च व कमाई यांचा ताळमेळ राखणे आवश्यक.,0
त्यात १२ जण करोनाबाधित आढळले तर ७९ जणांचे अहवाल निगेटिव्ह आले.,0
तो फक्त 8 रन काढून आऊट झाला.,0
काय आहे कायद्याचे वैशिष्टय,0
"काँग्रेसकडून पक्षाचे प्रमुख अशोक चौधरी, मदन मोहन झा, अब्दुल जलील मस्तान आणि अवदेशकुमार सिंग यांना मंत्रीपदाची शपथ देण्यात आली.",0
"पण, येशूच्या बोलण्याचा नेमका काय अर्थ होता हे समजून घेतल्यास आपल्याला फायदा होईल.",0
आम्ही एकत्र जेवलो.,1
‘मला तुम्ही फसवणार आहात का?,0
याचा अर्थ काय घ्यावा?,0
यावेळी पोलिसांनी सर्व आरोपींनी अटक करण्यात आली.,0
इंडोनेशियातील त्सुनामीच्या तडाख्यात मृत्यूमुखी पडलेल्यांची संख्या 281 वर,-1
सीमेपलिकडून पुरस्कृत दहशतवादी कारवायांचा जम्मू आणि काश्मीर राज्याला फटका बसला आहे,-1
गुरंढोर आणि किंमती लूट मात्र घेतली.,0
पाहायला विसरु नका ‘डॉ.,0
12 इंच ट्यूबलेस टायर्ससोबत एलॉय व्हिल्स देण्यात आलेले आहेत.,0
मुख्यमंत्री शिवसेनेचा होणार.,0
सध्या जगातील सर्वाधिक वापरले जाणारे व्हॉट्सअ‍ॅप हे मेसेंजर अ‍ॅप आहे.,0
तर चक्क मुलानेच या खुनाची कबुली दिल्याने पोलिसांनी त्यास ताब्यात घेतले आहे.,0
ब्रह्मास्त्र हे या ब्रह्मांडामधील प्रत्येक जीवित अथवा मृत गोष्टीला नष्ट करू शकते.,0
उपचारांच्या…,0
या ’क्वार्ट्‌झ’च्या गुणाचा उपयोग करून हवी तितकी अचूक घड्याळे बनवली गेली.,0
सगळीकडे कीडे आहेत.,-1
” असे विधान त्यांनी केले.,0
"“ देवाची उत्तम, ग्रहणीय व परिपूर्ण इच्छा काय आहे हे तुम्ही समजून घ्यावे, म्हणून...",1
आरोपीची न्यायालयाने जामीनावर सुटका केली आहे.,0
"पंतप्रधान कार्यालय नवी दिल्ली येथे उद्या बुद्ध जयंती उत्सवात पंतप्रधानांचा सहभाग नवी दिल्ली, 29 एप्रिल 2018 बुद्ध जयंतीच्या निमित्ताने, पंतप्रधान नरेंद्र मोदी सोमवारी, 30 एप्रिल, 2018 रोजी राजधानीत इंदिरा गांधी इनडोअर स्टेडियमच्या कार्यक्रमात सहभागी होणार आहेत.",0
त्यानंतर पोलिसांनी त्याला तत्काळ रुग्णालयात दाखल केले.,0
मला विनोदी भूमिका साकारायला आवडतात.,1
वस्तू आणि सेवा कराच्या ऐतिहासिक आणि यशस्वी अंमलबजावणीबद्दल पंतप्रधान सीपीला यांनी पंतप्रधान मोदी यांचे अभिनंदन केले.,1
किंबहुना “प्रीति ” हा शब्द वेगवेगळ्या रूपात या अध्यायांत जवळजवळ ३१ वेळा आढळतो.,0
वातावरण तापवलं.,0
तिच्या शरीरावर व्रण होते.,0
टप्प्या टप्याचे काय चाललंय ?,0
तेव्हाचे त्याचे फोटो अनेकदा व्हायरलही होतात.,0
उत्तर भारतातील राज्यांमध्ये थंडीची लाट आली आहे.,0
"ही एक खूप मोठी, अभूतपूर्व कामगिरी आहे. 'सर्वांसाठी आरोग्य' हे उद्दिष्ट गाठण्याचा देशाचा निश्चय या कामगिरीतून प्रतीत होतो-अध्यक्ष, अधिकारप्राप्त गट 1 कोविड19 च्या रुग्णवाढीच्या दरात 3 एप्रिल 2020 पासून, म्हणजे लॉकडाऊन मुळे संक्रमण नियंत्रणात आल्यापासून, सातत्याने घट होत आहे. जर लॉकडाऊन लागू केला नसता, तर आज रुग्णांची संख्या यापेक्षा कितीतरी जास्त राहिली असती.",1
ही माहिती महामार्ग पोलिसांना मिळाल्यानंतर ताबडतोब घटनास्थळी दाखल झाले.,0
खाण्यावर तुमचं मनापासून प्रेम आहे का?,0
या वचनातील उल्लेखनीय विधान हे आहे: “खंबीर हो आणि हिंमत धर....,0
"तर मग, आपण कोणत्या आत्म्याला आपल्यावर प्रभाव पाडू देतो — जगाच्या की देवाच्या — हे पाहण्यासाठी आपण चार प्रश्‍नांचे परीक्षण करू या.",0
परीक्षेत 60 प्रश्न असतील.,0
तो सातत्याने आंतरराष्ट्रीय क्रिकेटमध्ये स्वप्नवत कामगिरी करत आहे.,1
ते नातेवाईक आणि जिवलग मित्र आणा.,0
तब्बल सहा साखळी बॉम्बस्फोट घडविण्यात आले.,0
नुकत्याच पार पडलेल्या ‘फ्लो’च्या बैठकीत हा निर्णय जाहीर करण्यात आला.,0
लोकसभा निवडणूकीत वणगा निवडून आले.,0
"आज आपण पाण्याला प्राधान्य देण्यास विसरून गेलो आहोत, निसर्ग-पर्यावरणाबाबत बेफिकीर झालो आहोत मात्र गुरुची वाणी वारंवार हेच सांगत असते, की परत या, त्या संस्कारांना कायम लक्षात ठेवा जे या भूमीने आपल्याला दिले आहेत, जे आपल्या गुरुंनी आपल्याला दिले आहेत.",0
त्याबाबत माहिती मिळाल्यानंतर पोलिसांनी छापा टाकून कारवाई केली.,0
आणि इथे तुमच्या रूपाने मला एका लघु भारताचेच चित्र दिसते आहे.,0
पुणे | पुण्याच्या कोथरुड विधानसभा मतदारसंघातून मेघा कुलकर्णींचा पत्ता कट करत भाजपने प्रदेशाध्यक्ष चंद्रकांत पाटील यांना उमेदवारी दिली.,0
यासाठी सर्वांनी पुढे येऊन सहभाग नोंदवणे महत्वाचे आहे.,0
तो वाचतो आहे?,0
प्रकाश जावडेकर मनुष्यबळ विकास 24.,0
त्याच्यात चिकाटी नसते.,-1
बजेटमध्ये सरकारनं सोनं आणि इतर मौल्यवान धातूंवरच्या सीमा शुल्कात 10 टक्क्यांवरून 12.5 टक्के वाढ करण्याचा प्रस्ताव मांडला.,0
बुद्धाबालंग आणि सुबर्नरेखा या नद्यांचे पाणी अनेक ठिकाणी नागरी भागात शिरल्याने लोकांची दैना उडाली आहे.,-1
मंडळाच्या कार्यकारी समितीचे सदस्य या सभेला उपस्थित होते.,0
राष्ट्रवादीचे माजी मंत्री सचिन अहिर यांनी शिवसेनेत प्रवेश केल्यापासून राष्ट्रवादीला चांगलीच गळती लागली.,0
"फ्रान्स, अमेरिका आदी ठिकाणी हे असे चित्र आहे.",0
पण तो तकलादू होता.,-1
बोपण्णाचा विजय,0
"कायद्यातील पूर्वीच्या तरतुदींनुसार, बेकायदा स्थलांतरित भारतीय नागरिकत्वासाठी अर्ज करू शकत नव्हते.",0
"काँग्रेसच्या विधीमंडळ नेतेपदासाठी बाळासाहेब थोरात, पृथ्वीराज चव्हाण, अशोक चव्हाणांच्या नावांमध्ये चुरस असल्याची माहिती सूत्रांकडून मिळत आहे.",0
सरकार चाकरी करावयाची.,0
आम्ही शिक्षा भोगायच्या लायकच होतो.,0
महिलांना मंदिरात प्रवेश द्यावा',0
त्याला कोर्टात हजर करण्यात आले असता त्याची जामिनावर सुटका करण्यात आली.,0
करण्याची प्रथा आहे.,0
दिवाळी हा सण दिव्यांचा.,1
आता व्हॉट्सऍप लवकरच एक नवे फीचर आणणार आहे.,0
मुंबई मराठी ग्रंथसंग्रहालय ह्या संस्थेच्या संस्थापक सदस्यांपैकी ते एक होते.,0
पण तसे झाल्याचे दिसून आले नाही.,0
काश्मीरमध्ये पाकिस्तानच्या गोळीबारात बीएसएफचे 2 जवान शहीद,-1
मेक्सिकोचा भाग असलेल्या या प्रदेशाने १८३६मध्ये स्वतःला स्वतंत्र राष्ट्र घोषित केले व १८४५मध्ये हे राष्ट्र स्वखुशीने अमेरिकेचे एक राज्य झाले.,0
"श्रद्धेच्या नावावरचा हिंसाचार इथे चालणार नाही,' असे त्यांनी स्पष्टपणे ठणकावले हे बरे झाले.",0
स्फोटा आवाज झाल्यानंतर परिसरातील नागरिकांमध्ये भीतीचं वातावरण पसरलं.,0
बॉलिवूडची हॉट अभिनेत्री ईशा गुप्ता (Esha Gupta) तिच्या बोल्डनेसमुळे सोशल मीडियात चर्चेत असते.,0
"सीबीएसई, नीट, यूजीसी यांच्याकडून परीक्षांसाठी आधार बंधनकारक करणे चुकीचे आहे.",0
माढामध्ये संजय शिंदे विरुद्ध रणजितसिंह नाईक निंबाळकर म्हणजेच राष्ट्रवादी विरुद्ध भाजप अशी थेट लढत होती.,0
परंतु राहुल गांधींनी ती भेट टाळली.,0
दहशतवादाविरोधी लढाईत फ्रान्स नेहमीच भारतासोबत उभा राहिलाय.,0
बौद्ध कलेची सुरुवात गौतम बुद्धांच्या जीवन आणि शिकवणुकीला समाजात रुजवण्यासाठी इ.,1
हे कसे जाणून देखील महत्वाचे आहे.,0
त्या सर्वांची नावेदेखील आपल्याला माहीत आहेत.,0
